# NATIVE-timeline level-1 bot v3: continues grind, long horizon
23310,a,1
23316,a,0
23365,a,1
23371,a,0
23400,start,1
23408,start,0
23420,a,1
23426,a,0
23475,a,1
23481,a,0
23530,a,1
23536,a,0
23585,a,1
23591,a,0
23640,a,1
23646,a,0
23695,a,1
23700,start,1
23701,a,0
23708,start,0
23750,a,1
23756,a,0
23805,a,1
23811,a,0
23860,a,1
23866,a,0
23915,a,1
23921,a,0
23970,a,1
23976,a,0
24000,start,1
24008,start,0
24025,a,1
24031,a,0
24080,a,1
24086,a,0
24135,a,1
24141,a,0
24190,a,1
24196,a,0
24245,a,1
24251,a,0
24300,a,1
24300,start,1
24306,a,0
24308,start,0
24355,a,1
24361,a,0
24410,a,1
24416,a,0
24465,a,1
24471,a,0
24520,a,1
24526,a,0
24575,a,1
24581,a,0
24600,start,1
24608,start,0
24630,a,1
24636,a,0
24685,a,1
24691,a,0
24740,a,1
24746,a,0
24795,a,1
24801,a,0
24850,a,1
24856,a,0
24900,start,1
24905,a,1
24908,start,0
24911,a,0
24960,a,1
24966,a,0
25015,a,1
25021,a,0
25070,a,1
25076,a,0
25125,a,1
25131,a,0
25180,a,1
25186,a,0
25200,start,1
25208,start,0
25235,a,1
25241,a,0
25290,a,1
25296,a,0
25345,a,1
25351,a,0
25400,a,1
25406,a,0
25455,a,1
25461,a,0
25500,start,1
25508,start,0
25510,a,1
25516,a,0
25565,a,1
25571,a,0
25620,a,1
25626,a,0
25675,a,1
25681,a,0
25730,a,1
25736,a,0
25785,a,1
25791,a,0
25800,start,1
25808,start,0
25840,a,1
25846,a,0
25895,a,1
25901,a,0
25950,a,1
25956,a,0
