key,bank,addr,pitch,flip,height,rows_walked,words,bytes,native,zoomed_seen,count,first_frame,w0,w1,w2,w3,w4,w5,w6,w7
3_1B3F_0009_040,3,0x1B3F,9,0,64,64,576,1224,1,0,1776,470,0xE0A0,0x010B,0x0009,0x1B3F,0xF380,0x0000,0x0000,0x1D87
4_CDCB_0015_01B,4,0xCDCB,21,0,27,27,547,1129,1,0,820,36,0xB89D,0x01FF,0x0015,0xCDCB,0xF480,0x0000,0x0000,0xD016
0_D9DA_0007_006,0,0xD9DA,7,0,6,6,42,98,1,0,602,658,0xB3AD,0x01E2,0x0007,0xD9DA,0xF081,0x0000,0x0000,0xDA0A
6_8116_0018_01F,6,0x8116,24,0,31,31,709,1457,0,580,580,2104,0x1F00,0x0136,0x0018,0x8116,0xF680,0x3A52,0x0000,0x85AD
0_9526_000C_047,0,0x9526,12,0,71,71,624,1327,1,0,345,465,0xB871,0x0138,0x000C,0x9526,0xF082,0x0000,0x0000,0x9883
4_01A9_0005_011,4,0x01A9,5,0,17,17,59,143,1,0,342,2772,0x6C5B,0x01BE,0x0005,0x01A9,0xF484,0x0000,0x0000,0x0200
6_8116_0018_026,6,0x8116,24,0,38,38,868,1782,0,311,311,1169,0x2701,0x012F,0x0018,0x8116,0xF684,0x5929,0x0000,0x85AD
1_60D1_0017_02B,1,0x60D1,23,0,43,43,818,1687,1,0,285,2702,0x5F34,0x0117,0x0017,0x60D1,0xF180,0x0000,0x0000,0x64B7
1_740B_0017_03D,1,0x740B,23,0,61,61,1052,2173,1,0,275,2778,0x8144,0x0161,0x0017,0x740B,0xF181,0x0000,0x0000,0x7992
3_77DF_0008_03D,3,0x77DF,8,0,61,61,461,991,1,0,271,584,0xB87B,0x01B5,0x0008,0x77DF,0xF387,0x0000,0x0000,0x79CE
1_12A4_0015_022,1,0x12A4,21,0,34,34,582,1206,1,0,235,1682,0xB896,0x01A5,0x0015,0x12A4,0xF182,0x0000,0x0000,0x1582
3_7EF0_0005_012,3,0x7EF0,5,0,18,18,75,176,1,0,225,572,0x4230,0x01C3,0x0005,0x7EF0,0xF388,0x0000,0x0000,0x7F4C
1_1BB4_000B_047,1,0x1BB4,11,0,71,71,618,1315,1,0,223,1055,0xB871,0x00F9,0x000B,0x1BB4,0xF18F,0x0000,0x0000,0x1ECA
1_64AE_0017_024,1,0x64AE,23,0,36,36,743,1530,1,0,194,2710,0x5D39,0x0112,0x0017,0x64AE,0xF180,0x0000,0x0000,0x67F3
3_7E9B_0005_011,3,0x7E9B,5,0,17,17,72,169,1,0,181,567,0x1706,0x01C9,0x0005,0x7E9B,0xF388,0x0000,0x0000,0x7EF2
3_77E6_0108_03D,3,0x77E6,8,1,61,61,432,933,1,0,179,640,0x783B,0x00E7,0x0108,0x77E6,0xF387,0x0000,0x0000,0x79C8
4_0055_0005_011,4,0x0055,5,0,17,17,64,153,1,0,168,2772,0x6C5B,0x01CE,0x0005,0x0055,0xF484,0x0000,0x0000,0x00AA
4_CD8B_0005_010,4,0xCD8B,5,0,16,16,78,180,1,0,155,1169,0x6F5F,0x0157,0x0005,0xCD8B,0xF481,0x0000,0x0000,0xCDDE
0_8540_0007_048,0,0x8540,7,0,72,72,427,934,1,0,154,467,0xB870,0x0159,0x0007,0x8540,0xF083,0x0000,0x0000,0x873E
0_9531_010C_047,0,0x9531,12,1,71,71,767,1613,1,0,153,603,0xB871,0x0126,0x010C,0x9531,0xF082,0x0000,0x0000,0x987B
4_00AA_0005_011,4,0x00AA,5,0,17,17,55,135,1,0,151,2773,0x6C5B,0x01DE,0x0005,0x00AA,0xF484,0x0000,0x0000,0x00FF
1_67EA_0017_026,1,0x67EA,23,0,38,38,777,1600,1,0,137,2718,0x5C36,0x010E,0x0017,0x67EA,0xF180,0x0000,0x0000,0x6B5D
3_7E00_0005_00F,3,0x7E00,5,0,15,15,66,155,1,0,128,589,0x9687,0x01BE,0x0005,0x7E00,0xF388,0x0000,0x0000,0x7E4F
4_00FF_0005_011,4,0x00FF,5,0,17,17,63,151,1,0,127,2774,0x6C5B,0x01ED,0x0005,0x00FF,0xF484,0x0000,0x0000,0x0154
3_79C7_0008_03D,3,0x79C7,8,0,61,61,461,991,1,0,121,569,0x4407,0x01BF,0x0008,0x79C7,0xF387,0x0000,0x0000,0x7BB6
3_7E4B_0005_010,3,0x7E4B,5,0,16,16,69,162,1,0,116,584,0x9888,0x01BF,0x0005,0x7E4B,0xF388,0x0000,0x0000,0x7E9D
1_6B54_0017_02D,1,0x6B54,23,0,45,45,863,1779,1,0,114,2726,0x5F32,0x010D,0x0017,0x6B54,0xF180,0x0000,0x0000,0x6F68
3_7EF4_0105_012,3,0x7EF4,5,1,18,18,82,190,1,0,112,628,0x4230,0x00E6,0x0105,0x7EF4,0xF388,0x0000,0x0000,0x7F4B
0_819F_000D_047,0,0x819F,13,0,71,71,681,1441,1,0,111,471,0xB871,0x0150,0x000D,0x819F,0xF083,0x0000,0x0000,0x8546
4_0154_0005_011,4,0x0154,5,0,17,17,49,123,1,0,111,2775,0x6C5B,0x01FD,0x0005,0x0154,0xF484,0x0000,0x0000,0x01A9
3_34A2_0116_030,3,0x34A2,22,1,48,48,989,2034,1,0,110,1763,0x7848,0x00D3,0x0116,0x34A2,0xF38C,0x0000,0x0000,0x38B4
1_797D_0020_03B,1,0x797D,32,0,59,59,1202,2471,1,0,96,2772,0x8348,0x0160,0x0020,0x797D,0xF181,0x0000,0x0000,0x80EC
3_8E49_0107_048,3,0x8E49,7,1,72,72,434,948,1,0,93,1855,0x9F57,0x009D,0x0107,0x8E49,0xF38F,0x0000,0x0000,0x903C
4_C866_000E_036,4,0xC866,14,0,54,54,702,1466,1,0,92,1169,0x935D,0x0166,0x000E,0xC866,0xF480,0x0000,0x0000,0xCB62
1_5BF7_0017_036,1,0x5BF7,23,0,54,54,989,2040,1,0,90,2734,0x602A,0x010A,0x0017,0x5BF7,0xF180,0x0000,0x0000,0x60DA
3_6051_0008_038,3,0x6051,8,0,56,56,364,792,1,0,90,1585,0xDEA6,0x01B9,0x0008,0x6051,0xF388,0x0000,0x0000,0x6218
3_79CE_0108_03D,3,0x79CE,8,1,61,61,448,965,1,0,89,625,0x4407,0x00E1,0x0108,0x79CE,0xF387,0x0000,0x0000,0x7BAF
4_02F8_0104_02B,4,0x02F8,4,1,43,43,162,375,1,0,87,2955,0xD1A6,0x01E3,0x0104,0x02F8,0xF48D,0x0000,0x0000,0x03A2
4_02F5_0004_02B,4,0x02F5,4,0,43,43,164,379,1,0,86,2953,0xD7AC,0x01DF,0x0004,0x02F5,0xF48D,0x0000,0x0000,0x03A4
3_7E04_0105_00F,3,0x7E04,5,1,15,15,70,163,1,0,85,646,0x5546,0x00EA,0x0105,0x7E04,0xF388,0x0000,0x0000,0x7E4C
3_3014_0116_035,3,0x3014,22,1,53,53,1059,2179,1,0,83,1752,0x5D28,0x00A9,0x0116,0x3014,0xF38C,0x0000,0x0000,0x3490
3_7E9F_0105_011,3,0x7E9F,5,1,17,17,78,181,1,0,83,623,0x1706,0x00E3,0x0105,0x7E9F,0xF388,0x0000,0x0000,0x7EF1
1_180A_000D_048,1,0x180A,13,0,72,72,524,1128,1,0,81,1638,0x9C54,0x0186,0x000D,0x180A,0xF182,0x0000,0x0000,0x1BB6
0_9885_0111_046,0,0x9885,17,1,70,70,1052,2182,1,0,80,587,0xB872,0x0113,0x0111,0x9885,0xF082,0x0000,0x0000,0x9D1C
4_0000_0005_011,4,0x0000,5,0,17,17,52,129,1,0,80,2849,0x9685,0x01A6,0x0005,0x0000,0xF484,0x0000,0x0000,0x0055
3_2FFF_0016_035,3,0x2FFF,22,0,53,53,825,1711,1,0,79,605,0x9D68,0x01E1,0x0016,0x2FFF,0xF386,0x0000,0x0000,0x3491
2_0103_0006_00D,2,0x0103,6,0,13,13,63,147,1,0,76,659,0xB7AA,0x01DF,0x0006,0x0103,0xF28A,0x0000,0x0000,0x0154
2_00B4_0005_010,2,0x00B4,5,0,16,16,64,152,1,0,75,663,0xB6A6,0x01EA,0x0005,0x00B4,0xF28A,0x0000,0x0000,0x0107
3_7E4F_0105_010,3,0x7E4F,5,1,16,16,74,172,1,0,75,640,0x5848,0x00E9,0x0105,0x7E4F,0xF388,0x0000,0x0000,0x7E9C
2_005A_0005_012,2,0x005A,5,0,18,18,79,184,1,0,74,659,0xB7A5,0x01E5,0x0005,0x005A,0xF28A,0x0000,0x0000,0x00B7
2_0152_0005_00C,2,0x0152,5,0,12,12,59,138,1,0,74,663,0xB6AA,0x01DB,0x0005,0x0152,0xF28A,0x0000,0x0000,0x0192
2_018E_0005_010,2,0x018E,5,0,16,16,69,162,1,0,74,667,0xB5A5,0x01D7,0x0005,0x018E,0xF28A,0x0000,0x0000,0x01E2
4_CB5C_000C_02E,4,0xCB5C,12,0,46,46,516,1086,1,0,74,1406,0x7F51,0x016F,0x000C,0xCB5C,0xF482,0x0000,0x0000,0xCD8B
2_01DE_0005_012,2,0x01DE,5,0,18,18,80,186,1,0,73,671,0xB4A2,0x01D1,0x0005,0x01DE,0xF28A,0x0000,0x0000,0x023B
2_0000_0005_012,2,0x0000,5,0,18,18,80,186,1,0,72,679,0xB2A0,0x01C4,0x0005,0x0000,0xF28A,0x0000,0x0000,0x005D
2_0238_0005_012,2,0x0238,5,0,18,18,76,178,1,0,72,675,0xB3A1,0x01CB,0x0005,0x0238,0xF28A,0x0000,0x0000,0x0295
1_51D9_0110_020,1,0x51D9,16,1,32,32,414,868,1,0,66,1864,0x8A6A,0x0196,0x0110,0x51D9,0xF183,0x0000,0x0000,0x53D5
3_2700_0116_03E,3,0x2700,22,1,62,62,1082,2234,1,0,66,1733,0x7032,0x0062,0x0116,0x2700,0xF38C,0x0000,0x0000,0x2C4F
3_75E7_0008_03F,3,0x75E7,8,0,63,63,471,1013,1,0,66,598,0xB879,0x01C2,0x0008,0x75E7,0xF387,0x0000,0x0000,0x77E5
3_7BAD_000A_03B,3,0x7BAD,10,0,59,59,501,1069,1,0,66,572,0x5C21,0x01B8,0x000A,0x7BAD,0xF387,0x0000,0x0000,0x7E03
4_B658_0113_025,4,0xB658,19,1,37,37,653,1351,1,0,64,1868,0xB893,0x00FD,0x0113,0xB658,0xF48C,0x0000,0x0000,0xB905
1_1BBE_010B_047,1,0x1BBE,11,1,71,71,686,1451,1,0,62,1626,0xB871,0x0138,0x010B,0x1BBE,0xF183,0x0000,0x0000,0x1EC3
2_2D39_0119_02F,2,0x2D39,25,1,47,47,862,1779,1,0,61,1623,0x9C6D,0x00F4,0x0119,0x2D39,0xF282,0x0000,0x0000,0x31C7
1_53D9_0111_011,1,0x53D9,17,1,17,17,234,493,1,0,60,2035,0xB8A7,0x01AF,0x0111,0x53D9,0xF183,0x0000,0x0000,0x54ED
3_6538_0006_020,3,0x6538,6,0,32,32,170,380,1,0,60,1580,0xDBBB,0x01B5,0x0006,0x6538,0xF389,0x0000,0x0000,0x65F9
3_69F5_0003_00F,3,0x69F5,3,0,15,15,39,101,1,0,60,1580,0xC3B4,0x01B9,0x0003,0x69F5,0xF38A,0x0000,0x0000,0x6A23
3_7F44_000B_03D,3,0x7F44,11,0,61,61,644,1357,1,0,60,667,0xB87B,0x019E,0x000B,0x7F44,0xF387,0x0000,0x0000,0x81ED
1_85A9_0018_045,1,0x85A9,24,0,69,69,1122,2321,1,0,54,2902,0x6D28,0x0147,0x0018,0x85A9,0xF181,0x0000,0x0000,0x8C38
4_31F0_000F_01F,4,0x31F0,15,0,31,31,424,887,1,0,53,2927,0xE0C1,0x0199,0x000F,0x31F0,0xF48A,0x0000,0x0000,0x33CE
1_0659_0009_047,1,0x0659,9,0,71,71,464,1007,1,0,51,1538,0xB871,0x0142,0x0009,0x0659,0xF183,0x0000,0x0000,0x08DD
0_8732_000D_047,0,0x8732,13,0,71,71,705,1489,1,0,50,487,0xB871,0x0167,0x000D,0x8732,0xF083,0x0000,0x0000,0x8AD9
1_FE5F_0004_007,1,0xFE5F,4,0,7,7,27,69,0,50,50,594,0x827B,0x0134,0x0004,0xFE5F,0xF189,0x6DAD,0x0000,0xFE86
3_223D_0007_018,3,0x223D,7,0,24,24,137,306,1,0,50,588,0xB79F,0x0101,0x0007,0x223D,0xF3C0,0x0000,0x0000,0x22EB
0_8546_0107_048,0,0x8546,7,1,72,72,431,942,1,0,49,512,0xB870,0x0197,0x0107,0x8546,0xF083,0x0000,0x0000,0x8739
3_2C54_0118_028,3,0x2C54,24,1,40,40,931,1910,1,0,49,1745,0x4A22,0x0087,0x0118,0x2C54,0xF38C,0x0000,0x0000,0x3000
0_8DD9_000D_02E,0,0x8DD9,13,0,46,46,564,1182,1,0,48,611,0xB88A,0x015B,0x000D,0x8DD9,0xF083,0x0000,0x0000,0x903B
0_B68F_0018_02E,0,0xB68F,24,0,46,46,753,1560,1,0,48,626,0xB88A,0x0155,0x0018,0xB68F,0xF083,0x0000,0x0000,0xBAEC
3_7BB6_010A_03B,3,0x7BB6,10,1,59,59,519,1105,1,0,48,628,0x5C21,0x00DD,0x010A,0x7BB6,0xF387,0x0000,0x0000,0x7DFB
3_9041_010A_048,3,0x9041,10,1,72,72,562,1204,1,0,48,1856,0xA55D,0x009A,0x010A,0x9041,0xF38F,0x0000,0x0000,0x9308
4_01FD_0006_029,4,0x01FD,6,0,41,41,199,447,1,0,48,2951,0xDDB4,0x01D7,0x0006,0x01FD,0xF48D,0x0000,0x0000,0x02F8
1_FE5F_0004_006,1,0xFE5F,4,0,6,6,23,60,0,47,47,598,0x827C,0x0134,0x0004,0xFE5F,0xF189,0x7AB5,0x0000,0xFE86
3_1D82_0006_01F,3,0x1D82,6,0,31,31,177,393,1,10,45,600,0x8A6B,0x00CD,0x0006,0x1D82,0xF3C0,0x7C21,0x0000,0x1E3F
3_1E38_000A_030,3,0x1E38,10,0,48,48,480,1016,1,0,45,603,0x8B5B,0x0134,0x000A,0x1E38,0xF3C0,0x0000,0x0000,0x2021
3_8B83_010A_047,3,0x8B83,10,1,71,71,565,1209,1,0,45,1847,0x7D36,0x0091,0x010A,0x8B83,0xF38F,0x0000,0x0000,0x8E40
3_F29A_000B_022,3,0xF29A,11,0,34,34,233,508,1,0,44,2841,0x4321,0x011B,0x000B,0xF29A,0xF389,0x0000,0x0000,0xF416
3_F2A4_010B_022,3,0xF2A4,11,1,34,34,217,476,1,0,44,2841,0x4321,0x0143,0x010B,0xF2A4,0xF389,0x0000,0x0000,0xF415
3_F40E_000D_029,3,0xF40E,13,0,41,41,353,755,1,0,44,2842,0x431A,0x0112,0x000D,0xF40E,0xF389,0x0000,0x0000,0xF62A
3_F41A_010D_029,3,0xF41A,13,1,41,41,383,815,1,0,44,2842,0x431A,0x0142,0x010D,0xF41A,0xF389,0x0000,0x0000,0xF629
3_F41B_00F5_022,3,0xF41B,-11,0,34,34,233,508,1,0,44,2841,0x6543,0x011B,0x00F5,0xF41B,0xF389,0x0000,0x0000,0xF2AD
3_F425_01F5_022,3,0xF425,-11,1,34,34,217,476,1,0,44,2841,0x6543,0x0143,0x01F5,0xF425,0xF389,0x0000,0x0000,0xF2AC
3_F61F_0011_036,3,0xF61F,17,0,54,54,662,1386,1,0,44,2843,0x430D,0x0102,0x0011,0xF61F,0xF389,0x0000,0x0000,0xF9B5
3_F62F_0111_036,3,0xF62F,17,1,54,54,737,1536,1,0,44,2843,0x430D,0x0142,0x0111,0xF62F,0xF389,0x0000,0x0000,0xF9B5
3_F630_00F3_029,3,0xF630,-13,0,41,41,353,755,1,0,44,2842,0x6B42,0x0112,0x00F3,0xF630,0xF389,0x0000,0x0000,0xF424
3_F63C_01F3_029,3,0xF63C,-13,1,41,41,383,815,1,0,44,2842,0x6B42,0x0142,0x01F3,0xF63C,0xF389,0x0000,0x0000,0xF422
3_F9B3_0013_03A,3,0xF9B3,19,0,58,58,728,1522,1,0,44,2844,0x4309,0x00F9,0x0013,0xF9B3,0xF389,0x0000,0x0000,0xFE01
3_F9C5_0113_03A,3,0xF9C5,19,1,58,58,827,1720,1,0,44,2844,0x4309,0x0141,0x0113,0xF9C5,0xF389,0x0000,0x0000,0xFE01
3_F9C6_00EF_036,3,0xF9C6,-17,0,54,54,662,1386,1,0,44,2843,0x7943,0x0102,0x00EF,0xF9C6,0xF389,0x0000,0x0000,0xF63A
3_F9D6_01EF_036,3,0xF9D6,-17,1,54,54,737,1536,1,0,44,2843,0x7943,0x0142,0x01EF,0xF9D6,0xF389,0x0000,0x0000,0xF63A
3_FE14_00ED_03A,3,0xFE14,-19,0,58,58,728,1522,1,0,44,2844,0x7D43,0x00F9,0x00ED,0xFE14,0xF389,0x0000,0x0000,0xF9D5
3_FE26_01ED_03A,3,0xFE26,-19,1,58,58,827,1720,1,0,44,2844,0x7D43,0x0141,0x01ED,0xFE26,0xF389,0x0000,0x0000,0xF9D1
4_094B_000E_03C,4,0x094B,14,0,60,60,659,1386,1,0,44,3119,0xA165,0x01BA,0x000E,0x094B,0xF4CD,0x0000,0x0000,0x0C9A
3_26EB_0016_03E,3,0x26EB,22,0,62,62,1031,2132,1,0,42,2796,0xA163,0x01FD,0x0016,0x26EB,0xF383,0x0000,0x0000,0x2C53
3_75EE_0108_03F,3,0x75EE,8,1,63,63,448,967,1,0,42,646,0x7839,0x00E9,0x0108,0x75EE,0xF387,0x0000,0x0000,0x77E0
4_0202_0106_029,4,0x0202,6,1,41,41,194,437,1,0,42,2957,0xCBA2,0x01E3,0x0106,0x0202,0xF48D,0x0000,0x0000,0x02F6
4_CB5C_000C_017,4,0xCB5C,12,0,23,23,258,547,0,42,42,1344,0x6C55,0x00AB,0x000C,0xCB5C,0xF482,0x27FF,0x0000,0xCD80
2_35A9_001C_065,2,0x35A9,28,0,101,101,2176,4461,1,0,41,1055,0xA843,0x0121,0x001C,0x35A9,0xF28B,0x0000,0x0000,0x40D0
1_FE62_0104_006,1,0xFE62,4,1,6,6,23,60,0,40,40,591,0x827C,0x018C,0x0104,0xFE62,0xF189,0x7AB5,0x0000,0xFE83
1_FE62_0104_007,1,0xFE62,4,1,7,7,27,69,0,40,40,587,0x827B,0x018A,0x0104,0xFE62,0xF189,0x6DAD,0x0000,0xFE83
0_B178_000D_030,0,0xB178,13,0,48,48,572,1200,1,0,39,622,0xB888,0x015B,0x000D,0xB178,0xF083,0x0000,0x0000,0xB3F4
1_3309_0018_023,1,0x3309,24,0,35,35,678,1399,1,0,39,1933,0xB895,0x01A6,0x0018,0x3309,0xF182,0x0000,0x0000,0x3664
1_4F15_010C_03B,1,0x4F15,12,1,59,59,626,1319,1,0,39,1813,0xB479,0x0180,0x010C,0x4F15,0xF183,0x0000,0x0000,0x51D0
6_7D3D_0112_038,6,0x7D3D,18,1,56,56,728,1520,1,0,37,1624,0xA068,0x011A,0x0112,0x7D3D,0xF68B,0x0000,0x0000,0x812D
3_9665_010B_047,3,0x9665,11,1,71,71,622,1323,1,0,32,2012,0xB871,0x0129,0x010B,0x9665,0xF38F,0x0000,0x0000,0x9969
4_35B3_000B_02E,4,0x35B3,11,0,46,46,446,946,1,0,32,2958,0xC193,0x0192,0x000B,0x35B3,0xF48A,0x0000,0x0000,0x37B7
4_C866_000E_030,4,0xC866,14,0,48,48,637,1330,0,32,32,1265,0x7949,0x0173,0x000E,0xC866,0xF480,0x0084,0x0000,0xCB62
1_0239_000F_046,1,0x0239,15,0,70,70,820,1718,1,0,30,1542,0xB872,0x013D,0x000F,0x0239,0xF183,0x0000,0x0000,0x065E
3_8578_0009_032,3,0x8578,9,0,50,50,409,876,1,0,30,837,0xB886,0x018B,0x0009,0x8578,0xF387,0x0000,0x0000,0x8741
3_8736_000D_037,3,0x8736,13,0,55,55,523,1109,1,0,30,847,0xB881,0x018F,0x000D,0x8736,0xF387,0x0000,0x0000,0x8A07
3_89FD_0011_016,3,0x89FD,17,0,22,22,321,672,1,0,30,857,0xB8A2,0x018A,0x0011,0x89FD,0xF387,0x0000,0x0000,0x8B82
0_92BC_0009_045,0,0x92BC,9,0,69,69,505,1087,1,0,29,534,0x7934,0x0130,0x0009,0x92BC,0xF082,0x0000,0x0000,0x952F
0_81AB_010D_047,0,0x81AB,13,1,71,71,744,1567,1,0,28,535,0xB871,0x015E,0x010D,0x81AB,0xF083,0x0000,0x0000,0x853B
1_12B8_0115_022,1,0x12B8,21,1,34,34,531,1104,1,0,28,1832,0xB896,0x0176,0x0115,0x12B8,0xF183,0x0000,0x0000,0x1577
3_2C3D_0018_028,3,0x2C3D,24,0,40,40,711,1470,1,0,28,598,0x8A62,0x01FE,0x0018,0x2C3D,0xF385,0x0000,0x0000,0x3001
3_A36E_0112_045,3,0xA36E,18,1,69,69,886,1849,1,0,28,2020,0xB873,0x0126,0x0112,0xA36E,0xF38F,0x0000,0x0000,0xA83D
4_B908_0010_01F,4,0xB908,16,0,31,31,394,827,0,28,28,2802,0x7354,0x01E2,0x0010,0xB908,0xF485,0x07FF,0x0000,0xBCE0
4_B908_0010_024,4,0xB908,16,0,36,36,472,988,0,28,28,2803,0x7652,0x01DE,0x0010,0xB908,0xF485,0x72F7,0x0000,0xBCE0
4_B908_0010_02A,4,0xB908,16,0,42,42,558,1166,0,28,28,2804,0x794F,0x01DA,0x0010,0xB908,0xF485,0x59EF,0x0000,0xBCE0
4_B908_0010_033,4,0xB908,16,0,51,51,678,1415,0,28,28,2805,0x7D4A,0x01D6,0x0010,0xB908,0xF485,0x14E7,0x0000,0xBCF0
1_1816_010D_048,1,0x1816,13,1,72,72,831,1742,1,0,27,1760,0x8B43,0x017F,0x010D,0x1816,0xF183,0x0000,0x0000,0x1BB6
1_FE5F_0004_008,1,0xFE5F,4,0,8,8,31,78,0,25,25,592,0x837B,0x0135,0x0004,0xFE5F,0xF189,0x2129,0x0000,0xFE89
1_FE5F_0004_009,1,0xFE5F,4,0,9,9,35,87,0,25,25,590,0x837A,0x0135,0x0004,0xFE5F,0xF189,0x34A5,0x0000,0xFE89
1_FE5F_0004_00A,1,0xFE5F,4,0,10,10,38,94,0,25,25,588,0x847A,0x0135,0x0004,0xFE5F,0xF189,0x2821,0x0000,0xFE89
3_0DE9_01F6_01B,3,0x0DE9,-10,1,27,27,238,511,1,0,25,1796,0x9D82,0x013A,0x01F6,0x0DE9,0xF385,0x0000,0x0000,0x0CD6
2_4C4D_001C_06C,2,0x4C4D,28,0,108,108,2272,4660,1,0,24,1111,0xA83C,0x0121,0x001C,0x4C4D,0xF28B,0x0000,0x0000,0x5838
3_0CD1_010A_01B,3,0x0CD1,10,1,27,27,238,511,1,0,24,1797,0x9D82,0x0132,0x010A,0x0CD1,0xF385,0x0000,0x0000,0x0DDA
3_6DF9_000C_024,3,0x6DF9,12,0,36,36,406,856,1,0,24,1658,0x8763,0x01A9,0x000C,0x6DF9,0xF3C8,0x0000,0x0000,0x6FAF
2_40B5_001C_06A,2,0x40B5,28,0,106,106,2244,4602,1,0,23,1085,0xA83E,0x0121,0x001C,0x40B5,0xF28B,0x0000,0x0000,0x4C68
3_1B3F_0009_030,3,0x1B3F,9,0,48,48,432,920,1,0,23,465,0xE0B0,0x010D,0x0009,0x1B3F,0xF380,0x0000,0x0000,0x1CF7
4_0399_000C_03F,4,0x0399,12,0,63,63,626,1323,1,0,23,3108,0xE0A1,0x01BD,0x000C,0x0399,0xF48D,0x0000,0x0000,0x0694
1_1577_000C_037,1,0x1577,12,0,55,55,472,1007,1,0,22,1927,0xAD76,0x01B8,0x000C,0x1577,0xF183,0x0000,0x0000,0x180B
1_7421_0117_03D,1,0x7421,23,1,61,61,1096,2261,1,0,22,2847,0x5F22,0x011B,0x0117,0x7421,0xF181,0x0000,0x0000,0x7989
1_FE5F_0004_005,1,0xFE5F,4,0,5,5,19,51,0,22,22,602,0x817C,0x0133,0x0004,0xFE5F,0xF189,0x47BD,0x0000,0xFE86
1_0661_0109_047,1,0x0661,9,1,71,71,521,1121,1,0,20,1603,0xB871,0x0182,0x0109,0x0661,0xF183,0x0000,0x0000,0x08D9
1_60E7_0117_02B,1,0x60E7,23,1,43,43,792,1635,1,0,20,2821,0x7348,0x0161,0x0117,0x60E7,0xF181,0x0000,0x0000,0x64B6
1_64C4_0117_024,1,0x64C4,23,1,36,36,613,1270,1,0,20,2824,0x6945,0x015A,0x0117,0x64C4,0xF181,0x0000,0x0000,0x67EA
1_8C23_0016_038,1,0x8C23,22,0,56,56,1026,2116,1,0,20,3328,0x571F,0x015E,0x0016,0x8C23,0xF181,0x0000,0x0000,0x90FD
1_FDAB_0008_00C,1,0xFDAB,8,0,12,12,89,198,0,20,20,590,0x8579,0x012D,0x0008,0xFDAB,0xF189,0x439C,0x0000,0xFE5F
1_FDAB_0008_00D,1,0xFDAB,8,0,13,13,97,215,0,20,20,588,0x8578,0x012D,0x0008,0xFDAB,0xF189,0x6318,0x0000,0xFE5F
1_FE62_0104_005,1,0xFE62,4,1,5,5,19,51,0,20,20,595,0x817C,0x018D,0x0104,0xFE62,0xF189,0x47BD,0x0000,0xFE83
1_FE62_0104_008,1,0xFE62,4,1,8,8,31,78,0,20,20,585,0x837B,0x018A,0x0104,0xFE62,0xF189,0x2129,0x0000,0xFE88
1_FE62_0104_009,1,0xFE62,4,1,9,9,35,87,0,20,20,583,0x837A,0x0189,0x0104,0xFE62,0xF189,0x34A5,0x0000,0xFE88
1_FE62_0104_00A,1,0xFE62,4,1,10,10,38,94,0,20,20,581,0x847A,0x0188,0x0104,0xFE62,0xF189,0x2821,0x0000,0xFE88
2_581D_001C_066,2,0x581D,28,0,102,102,2200,4510,1,0,20,1131,0xA842,0x0121,0x001C,0x581D,0xF28B,0x0000,0x0000,0x6360
3_22E3_0009_023,3,0x22E3,9,0,35,35,311,665,1,15,20,591,0xAB88,0x0119,0x0009,0x22E3,0xF3C0,0x2463,0x0000,0x2441
3_38C2_0113_036,3,0x38C2,19,1,54,54,846,1754,1,0,20,1767,0x7842,0x00E5,0x0113,0x38C2,0xF38C,0x0000,0x0000,0x3CBA
4_33C3_000D_026,4,0x33C3,13,0,38,38,442,930,1,0,19,2950,0xC9A3,0x0194,0x000D,0x33C3,0xF48A,0x0000,0x0000,0x35BC
1_364C_001D_024,1,0x364C,29,0,36,36,739,1522,1,0,18,1935,0xB894,0x01AB,0x001D,0x364C,0xF182,0x0000,0x0000,0x3A73
1_6800_0117_026,1,0x6800,23,1,38,38,656,1358,1,0,18,2828,0x5D37,0x014E,0x0117,0x6800,0xF181,0x0000,0x0000,0x6B54
2_2679_010F_040,2,0x2679,15,1,64,64,697,1466,1,0,18,1555,0xB878,0x0124,0x010F,0x2679,0xF282,0x0000,0x0000,0x2A2E
1_08D3_000E_046,1,0x08D3,14,0,70,70,779,1636,1,0,17,1554,0xB872,0x0159,0x000E,0x08D3,0xF183,0x0000,0x0000,0x0CB2
0_9875_0011_046,0,0x9875,17,0,70,70,665,1408,1,0,16,580,0xB872,0x0176,0x0011,0x9875,0xF083,0x0000,0x0000,0x9D24
0_D3EA_0011_020,0,0xD3EA,17,0,32,32,522,1084,1,0,16,735,0xB898,0x0139,0x0011,0xD3EA,0xF083,0x0000,0x0000,0xD61A
1_54FA_010F_026,1,0x54FA,15,1,38,38,513,1072,1,0,16,1879,0xB892,0x01B3,0x010F,0x54FA,0xF183,0x0000,0x0000,0x5727
1_FDB2_0108_00C,1,0xFDB2,8,1,12,12,89,198,0,16,16,583,0x8579,0x018E,0x0108,0xFDB2,0xF189,0x439C,0x0000,0xFE5E
1_FDB2_0108_00D,1,0xFDB2,8,1,13,13,97,215,0,16,16,581,0x8578,0x018C,0x0108,0xFDB2,0xF189,0x6318,0x0000,0xFE5E
3_0DE0_00F6_01B,3,0x0DE0,-10,0,27,27,254,543,1,0,16,1560,0x9D82,0x0163,0x00F6,0x0DE0,0xF385,0x0000,0x0000,0x0CD8
